,lfc_NFlag,REFSEQ_new,REFSEQ,ISO,SYMBOL
750,-0.754289061,NP_060517,NP_060517.1,NM_018047.3,RBM22
751,-1.261348061,NP_060530,NP_060530.3,NM_018060.4,IARS2
752,-1.461449743,NP_060542,NP_060542.4,NM_018072.6,HEATR1
753,-0.820500277,NP_060547,NP_060547.2,NM_018077.3,RBM28
754,-0.51237924,NP_060555,NP_060555.2,NM_018085.5,IPO9
755,-0.741002866,NP_060598,NP_060598.3,NM_018128.5,TSR1
756,-0.711411816,NP_060599,NP_060599.1,NM_018129.4,PNPO
757,-1.27327529,NP_060600,NP_060600.2,NM_018130.3,SHQ1
758,-0.906252032,NP_060606,NP_060606.3,NM_018136.5,ASPM
759,0.576202318,NP_060613,NP_060613.1,NM_018143.3,KLHL11
760,-0.732439746,NP_060619,NP_060619.4,NM_018149.7,SMG8
761,-1.039328754,NP_060628,NP_060628.3,NM_018158.3,SLC4A1AP
762,1.108386898,NP_060695,NP_060695.2,NM_018225.3,SMU1
763,-0.972901469,NP_060700,NP_060700.2,NM_018230.3,NUP133
764,-0.89118422,NP_060753,NP_060753.1,NM_018283.4,NUDT15
765,-0.91738098,NP_060755,NP_060755.1,NM_018285.4,IMP3
766,-0.957412813,NP_060791,NP_060791.3,NM_018321.4,BRIX1
767,-1.01982961,NP_060809,NP_060809.3,NM_018339.6,RFK
768,-0.715866837,NP_060816,NP_060816.1,NM_018346.3,RSAD1
769,-0.738436638,NP_060822,NP_060822.2,NM_018352.3,TMA16
770,-0.658031237,NP_060843,NP_060843.2,NM_018373.3,SYNJ2BP
771,-1.156855151,NP_060855,NP_060855.2,NM_018385.3,LSG1
772,-0.893734787,NP_060867,NP_060867.2,NM_018397.5,CHDH
773,-0.706636442,NP_060877,NP_060877.4,NM_018407.6,LAPTM4B
774,1.805434818,NP_060908,NP_060908.1,NM_018438.6,FBXO6
775,-0.857399838,NP_060922,NP_060922.2,NM_018452.6,TMEM242
776,-0.717547589,NP_060932,NP_060932.2,NM_018462.5,BRK1
777,-1.015969255,NP_060934,NP_060934.1,NM_018464.5,CISD1
778,-1.001139493,NP_060941,NP_060941.2,NM_018471.3,ZC3H15
779,-0.557959439,NP_060979,NP_060979.2,NM_018509.4,LRRC59
780,0.739434513,NP_061031,NP_061031.2,NM_018561.5,USP49
781,-0.516271605,NP_061063,NP_061063.2,NM_018593.5,SLC16A10
782,-0.797595959,NP_061119,NP_061119.1,NM_018649.3,MACROH2A2
783,-0.651819642,NP_061133,NP_061133.1,NM_018663.3,PXMP2
784,1.34091803,NP_061756,NP_061756.1,NM_018933.4,PCDHB13
785,1.34091803,NP_061756,NP_061756.1-2,NM_018933.4-2,
786,-0.92898894,NP_061820,NP_061820.1,NM_018947.6,CYCS
787,-1.234876661,NP_061824,NP_061824.3,NM_018951.4,HOXA10
788,-1.321829972,NP_061855,NP_061855.1,NM_018982.5,YIPF1
789,-0.980017188,NP_061862,NP_061862.1,NM_018989.2,RBM27
790,-0.890414367,NP_061924,NP_061924.1,NM_019051.3,MRPL50
791,-0.936877965,NP_061944,NP_061944.2,NM_019071.3,ING3
792,-1.495340235,NP_061975,NP_061975.2,NM_019102.4,HOXA5
793,-0.567658942,NP_061980,NP_061980.1,NM_019107.4,MYDGF
794,-1.007258685,NP_063949,NP_063949.2,NM_019896.4,POLE4
795,2.764435251,NP_064535,NP_064535.1,NM_020150.5,SAR1A
796,-0.947723591,NP_064571,NP_064571.1,NM_020186.3,SDHAF3
797,-0.831748562,NP_064584,NP_064584.1,NM_020199.3,C5orf15
798,-0.949268477,NP_064628,NP_064628.1,NM_020243.5,TOMM22
799,-0.811237038,NP_064708,NP_064708.1,NM_020312.4,COQ9
800,-0.918122947,NP_065101,NP_065101.1,NM_020368.3,UTP3
801,-0.518756057,NP_065108,NP_065108.1,NM_020375.3,TIGAR
802,-0.788339555,NP_065147,NP_065147.1,NM_020414.4,DDX24
803,1.729075059,NP_065169,NP_065169.1,NM_020436.5,SALL4
804,-1.163855279,NP_065194,NP_065194.3,NM_020461.4,TUBGCP6
805,-0.960489149,NP_065726,NP_065726.1,NM_020675.4,SPC25
806,0.987494026,NP_065765,NP_065765.1,NM_020714.3,ZNF490
807,-0.996629725,NP_065921,NP_065921.2,NM_020870.4,SH3RF1
808,1.536929666,NP_066191,NP_066191.1,NM_020981.4,B3GALT1
809,-0.681625452,NP_066272,NP_066272.1,NM_020992.4,PDLIM1
810,-1.025689461,NP_066285,NP_066285.1,NM_021005.4,NR2F2
811,-0.664480597,NP_066565,NP_066565.1,NM_021079.5,NMT1
812,-0.982523558,NP_066952,NP_066952.1,NM_021129.4,PPA1
813,-0.87614013,NP_066964,NP_066964.1,NM_021141.4,XRCC5
814,-1.03282606,NP_066972,NP_066972.1,NM_021149.5,COTL1
815,-0.74985594,NP_067015,NP_067015.2,NM_021192.3,HOXD11
816,-0.693977287,NP_068747,NP_068747.1,NM_021928.4,SPCS3
817,-1.658060477,NP_068777,NP_068777.1,NM_021958.4,HLX
818,-0.776282171,NP_068780,NP_068780.2,NM_021961.6,TEAD1
819,-0.593550212,NP_068839,NP_068839.1,NM_021999.5,ITM2B
820,-0.861133251,NP_071327,NP_071327.2,NM_022044.3,SDF2L1
821,-0.654189337,NP_071344,NP_071344.1,NM_022061.4,MRPL17
822,-0.685727964,NP_071353,NP_071353.4,NM_022070.5,HEATR6
823,-1.141482062,NP_071383,NP_071383.1,NM_022100.3,MRPS14
824,-0.900068726,NP_071446,NP_071446.2,NM_022163.4,MRPL46
825,-0.772396128,NP_071766,NP_071766.2,NM_022371.4,TOR3A
826,-1.094545513,NP_071896,NP_071896.8,NM_022451.11,
827,-0.831493563,NP_071941,NP_071941.1,NM_022496.5,ACTR6
828,-0.826389187,NP_071942,NP_071942.1,NM_022497.5,MRPS25
829,-1.094857717,NP_073149,NP_073149.1,NM_022658.4,HOXC8
830,-0.896666901,NP_073568,NP_073568.2,NM_022731.5,NUCKS1
831,-1.113980924,NP_073613,NP_073613.2,NM_022776.5,OSBPL11
832,-1.120765399,NP_073617,NP_073617.1,NM_022780.4,RMND5A
833,-0.880804511,NP_073729,NP_073729.1,NM_022818.5,MAP1LC3B
834,-1.049470208,NP_075385,NP_075385.1,NM_023009.7,MARCKSL1
835,-0.918170295,NP_075565,NP_075565.2,NM_023077.3,COA7
836,-1.428055254,NP_076919,NP_076919.1,NM_024014.4,HOXA6
837,-1.426094775,NP_076921,NP_076921.1,NM_024016.4,HOXB8
838,-1.021648682,NP_076922,NP_076922.1,NM_024017.5,HOXB9
839,-0.815772906,NP_076955,NP_076955.1,NM_024050.6,DDA1
840,-0.721802258,NP_076962,NP_076962.2,NM_024057.4,NUP37
841,-0.930118961,NP_077001,NP_077001.1,NM_024096.2,DCTPP1
842,-1.354074222,NP_077003,NP_077003.1,NM_024098.4,CCDC86
843,2.293691531,NP_077279,NP_077279.1,NM_024303.4,ZSCAN5A
844,-0.731607599,NP_077295,NP_077295.1,NM_024319.4,C1orf35
845,-1.07213337,NP_077719,NP_077719.2,NM_024408.4,NOTCH2
846,-0.942924559,NP_078792,NP_078792.1,NM_024516.4,PAGR1
847,-1.203303607,NP_078805,NP_078805.3,NM_024529.5,CDC73
848,1.583316383,NP_078912,NP_078912.2,NM_024636.4,STEAP4
849,1.337610555,NP_078913,NP_078913.3,NM_024637.5,GAL3ST4
850,-0.585002756,NP_078916,NP_078916.3,NM_024640.4,YRDC
851,1.327360511,NP_079074,NP_079074.2,NM_024798.3,SNX22
852,-0.574824401,NP_079089,NP_079089.2,NM_024813.3,RPAP2
853,1.362838877,NP_079145,NP_079145.2,NM_024869.3,FAM110D
854,1.064006357,NP_079239,NP_079239.3,NM_024963.6,FBXL18
855,-1.04385074,NP_079341,NP_079341.2,NM_025065.7,RPF1
856,-0.945945708,NP_079345,NP_079345.1,NM_025069.3,ZNF703
857,-1.005711598,NP_079472,NP_079472.1,NM_025196.4,GRPEL1
858,-0.522303668,NP_079481,NP_079481.2,NM_025205.5,MED28
859,-0.964030699,NP_079526,NP_079526.1,NM_025250.3,TTYH3
860,-0.669302708,NP_085048,NP_085048.1,NM_030571.4,NDFIP1
861,-0.649327884,NP_110382,NP_110382.3,NM_030755.5,TMX1
862,-0.765788021,NP_110448,NP_110448.2,NM_030821.5,PLA2G12A
863,0.801676354,NP_112163,NP_112163.1,NM_030901.2,OR7A17
864,-0.864869318,NP_112202,NP_112202.2,NM_030940.4,ISCA1
865,-1.009193744,NP_112211,NP_112211.1,NM_030949.3,PPP1R14C
866,-0.599128275,NP_112243,NP_112243.1,NM_030981.3,RAB1B
867,-1.137041183,NP_112487,NP_112487.1,NM_031210.6,SLIRP
868,2.487005104,NP_112496,NP_112496.1,NM_031219.4,HDHD3
869,-0.928213901,NP_112570,NP_112570.2,NM_031280.4,MRPS15
870,-0.764961302,NP_112577,NP_112577.1,NM_031287.3,SF3B5
871,1.861375401,NP_113647,NP_113647.1,NM_031459.5,SESN2
872,1.861375401,NP_113647,NP_113647.1-2,NM_031459.5-2,
873,1.989486157,NP_113667,NP_113667.1,NM_031479.5,INHBE
874,-1.270957957,NP_113673,NP_113673.3,NM_031485.4,GRWD1
875,-1.69576126,NP_114072,NP_114072.1,NM_031866.3,FZD8
876,-1.291539066,NP_114109,NP_114109.1,NM_031903.3,MRPL32
877,-0.620967168,NP_114404,NP_114404.1,NM_032015.5,RNF26
878,-0.879715364,NP_114409,NP_114409.2,NM_032020.5,FUCA2
879,-0.828705021,NP_115514,NP_115514.2,NM_032138.7,KBTBD7
880,-0.961762685,NP_115515,NP_115515.2,NM_032139.3,ANKRD27
881,-0.876104129,NP_115569,NP_115569.2,NM_032193.4,RNASEH2C
882,-0.733827257,NP_115663,NP_115663.2,NM_032287.3,RTL6
883,-0.814134926,NP_115716,NP_115716.1,NM_032340.4,UQCC2
884,-1.146883784,NP_115717,NP_115717.3,NM_032341.5,DDI2
885,-0.774088526,NP_115723,NP_115723.1,NM_032347.3,ZNF397
886,-0.715302132,NP_115729,NP_115729.1,NM_032353.4,VPS25
887,-0.993100783,NP_115737,NP_115737.1,NM_032361.4,THOC3
888,-0.763135316,NP_115785,NP_115785.1,NM_032409.3,PINK1
889,-0.599691298,NP_115788,NP_115788.1,NM_032412.4,CYSTM1
890,-0.687601981,NP_115811,NP_115811.2,NM_032435.3,MAP3K21
891,2.183049628,NP_115829,NP_115829.1,NM_032453.2,ZNF527
892,-1.013510522,NP_115865,NP_115865.1,NM_032476.4,MRPS6
893,-0.598353612,NP_115867,NP_115867.2,NM_032478.4,MRPL38
894,-1.306245415,NP_115898,NP_115898.2,NM_032509.4,MAK16
895,-1.270489546,NP_116045,NP_116045.2,NM_032656.4,DHX37
896,-1.65387633,NP_116072,NP_116072.2,NM_032683.3,MPV17L2
897,-1.769879451,NP_116103,NP_116103.1,NM_032714.3,INF2
898,-1.05862641,NP_116120,NP_116120.1,NM_032731.4,TXNDC17
899,-1.356459551,NP_116161,NP_116161.2,NM_032772.6,ZNF503
900,-0.72607462,NP_116185,NP_116185.2,NM_032796.4,SYAP1
901,-0.872263812,NP_116236,NP_116236.1,NM_032847.3,C8orf76
902,-0.586564237,NP_116253,NP_116253.2,NM_032864.4,PRPF38A
903,-0.842041868,NP_116270,NP_116270.1,NM_032881.3,LSM10
904,-0.665993839,NP_116558,NP_116558.1,NM_032940.3,POLR2C
905,-0.704332823,NP_149073,NP_149073.1,NM_033082.4,SARNP
906,-0.937640808,NP_149110,NP_149110.1,NM_033119.5,NKD1
907,-0.655255719,NP_149123,NP_149123.3,NM_033132.5,ZIC5
908,-1.237907536,NP_150597,NP_150597.1,NM_033281.6,MRPS36
909,-0.759296726,NP_201575,NP_201575.3,NM_033318.5,SMDT1
910,-0.759296726,NP_201575,NP_201575.3-2,NM_033318.5-2,
911,-0.759296726,NP_201575,NP_201575.3-4,NM_033318.5-4,
912,-0.649131281,NP_219494,NP_219494.2,NM_033426.3,CIPC
913,-1.255771753,NP_277050,NP_277050.2,NM_033515.3,ARHGAP18
914,-0.890340644,NP_291025,NP_291025.3,NM_033547.4,INTS4
915,-1.1152044,NP_291028,NP_291028.3,NM_033550.4,TP53RK
916,-0.776780447,NP_443082,NP_443082.2,NM_052850.4,GADD45GIP1
917,-0.88055987,NP_443089,NP_443089.3,NM_052857.4,ZNF830
918,0.973220793,NP_443130,NP_443130.1,NM_052898.2,XKR4
919,-1.100271952,NP_443164,NP_443164.2,NM_052932.3,TMEM123
920,-0.902142969,NP_444273,NP_444273.1,NM_053045.2,TMEM203
921,-0.591486767,NP_444278,NP_444278.1,NM_053050.5,MRPL53
922,-1.224279985,NP_510868,NP_510868.1,NM_078468.3,BCCIP
923,-1.377604786,NP_510869,NP_510869.1,NM_078469.3,BCCIP
924,-0.679147574,NP_524147,NP_524147.2,NM_079423.4,MYL6
925,-0.983292201,NP_542160,NP_542160.1,NM_080593.2,H2BC12
926,-0.709754251,NP_542161,NP_542161.1,NM_080594.4,RNPS1
927,2.269696585,NP_542194,NP_542194.2,NM_080627.4,SOGA1
928,-0.720589892,NP_542408,NP_542408.1,NM_080677.3,DYNLL2
929,1.182864336,NP_612145,NP_612145.2,NM_138288.4,SPTSSA
930,-0.951479435,NP_612206,NP_612206.5,NM_138333.5,PABIR1
931,-0.890616447,NP_612367,NP_612367.1,NM_138358.4,TIMM29
932,-1.035282143,NP_612404,NP_612404.1,NM_138395.4,MARS2
933,-1.412457462,NP_612417,NP_612417.1,NM_138408.4,GTF3C6
934,-0.854057068,NP_612435,NP_612435.1,NM_138426.4,GLCCI1
935,-1.040698763,NP_612452,NP_612452.1,NM_138443.4,HAUS1
936,-1.360096767,NP_612453,NP_612453.1,NM_138444.4,KCTD12
937,-0.908715395,NP_612455,NP_612455.1,NM_138446.2,MALSU1
938,-0.61893629,NP_612456,NP_612456.1,NM_138447.3,ZNF689
939,-1.48176546,NP_613075,NP_613075.1,NM_138609.3,MACROH2A1
940,-0.819163168,NP_619541,NP_619541.1,NM_138635.3,H2AZ2
941,-0.854705627,NP_619634,NP_619634.1,NM_138689.3,PPP1R14B
942,-0.58453445,NP_620175,NP_620175.1,NM_138820.4,HIGD2A
943,-0.683325144,NP_624311,NP_624311.1,NM_139126.4,PPIL4
944,1.195709839,NP_640335,NP_640335.2,NM_139242.4,MTFMT
945,-1.276551922,NP_644810,NP_644810.2,NM_139281.3,WDR36
946,-0.910215196,NP_653183,NP_653183.2,NM_144582.3,TEX261
947,2.689975012,NP_653212,NP_653212.1,NM_144611.4,CYB5D2
948,-0.935686469,NP_653324,NP_653324.1,NM_144723.3,ZMAT2
949,-0.826493792,NP_658985,NP_658985.2,NM_144772.3,NAXE
950,-0.826493792,NP_658985,NP_658985.2-2,NM_144772.3-2,
951,-0.976768383,NP_659486,NP_659486.2,NM_145049.5,UBLCP1
952,-0.987215923,NP_660150,NP_660150.1,NM_145167.3,PIGM
953,-1.108672109,NP_660152,NP_660152.1,NM_145169.3,SFT2D1
954,-0.836234906,NP_660213,NP_660213.1,NM_145212.4,MRPL30
955,-1.232441737,NP_660286,NP_660286.1,NM_145243.5,OMA1
956,1.106229568,NP_660308,NP_660308.1,NM_145265.3,CCDC127
957,-0.785762946,NP_665805,NP_665805.2,NM_145806.4,ZNF511
958,-1.332755748,NP_666500,NP_666500.1,NM_146388.2,MRPL4
959,1.952570967,NP_683684,NP_683684.2,NM_148886.2,MIEF2
960,1.143403798,NP_683701,NP_683701.2,NM_148903.3,GREB1
961,1.278031983,NP_689476,NP_689476.2,NM_152263.4,TPM3
962,-0.80423556,NP_689521,NP_689521.1,NM_152308.3,RMI2
963,1.763219067,NP_689575,NP_689575.2,NM_152362.3,TNFAIP8L1
964,2.460745066,NP_689700,NP_689700.1,NM_152487.3,TLCD4
965,-1.711200028,NP_689753,NP_689753.2,NM_152540.4,SCFD2
966,-1.744302128,NP_689850,NP_689850.2,NM_152637.3,METTL7B
967,0.766107135,NP_689893,NP_689893.1,NM_152680.3,TMEM154
968,-0.987892081,NP_689942,NP_689942.2,NM_152729.3,NT5DC1
969,-1.459630561,NP_689952,NP_689952.1,NM_152739.4,HOXA9
970,-0.608855998,NP_689979,NP_689979.1,NM_152766.5,TMEM256
971,-0.859881455,NP_694964,NP_694964.3,NM_153232.4,EID2
972,-0.850165482,NP_714924,NP_714924.1,NM_153713.3,LIX1L
973,-0.902787548,NP_722517,NP_722517.3,NM_153810.5,CACUL1
974,-0.550830028,NP_733751,NP_733751.2,NM_170606.3,KMT2C
975,-0.892675851,NP_734467,NP_734467.1,NM_170746.4,SELENOH
976,-0.833464034,NP_775837,NP_775837.2,NM_173566.3,PRR14L
977,-0.896084096,NP_775873,NP_775873.2,NM_173602.3,DIP2B
978,-0.699318365,NP_776190,NP_776190.1,NM_173829.4,SREK1IP1
979,-0.625952245,NP_776251,NP_776251.2,NM_173852.4,KRTCAP2
980,-0.858580046,NP_777549,NP_777549.1,NM_174889.5,NDUFAF2
981,-1.057011781,NP_777569,NP_777569.1,NM_174909.5,TMEM167A
982,-0.855605624,NP_778236,NP_778236.2,NM_175066.4,DDX51
983,-0.855605624,NP_778236,NP_778236.2-2,NM_175066.4-2,
984,-0.727086794,NP_780294,NP_780294.1,NM_175085.3,GART
985,-0.709616229,NP_783313,NP_783313.1,NM_175614.5,NDUFA11
986,-1.095805457,NP_795361,NP_795361.1,NM_176880.6,NR2C2AP
987,-0.670721182,NP_817092,NP_817092.1,NM_177983.3,PPM1G
988,1.738135023,NP_821066,NP_821066.1,NM_177999.3,ASB6
989,-1.28399169,NP_848602,NP_848602.1,NM_178507.4,OAF
990,-0.893981349,NP_848652,NP_848652.2,NM_178557.4,NAT8L
991,-1.295404879,NP_859052,NP_859052.3,NM_181701.4,QSOX2
992,-0.81224077,NP_859067,NP_859067.2,NM_181716.3,CENPV
993,0.817484146,NP_861441,NP_861441.2,NM_181776.3,SLC36A2
994,0.920667555,NP_872312,NP_872312.2,NM_182506.3,MAGEB10
995,-0.639814702,NP_874364,NP_874364.1,NM_182705.3,RFLNB
996,1.775831915,NP_899060,NP_899060.1,NM_183237.3,RNF7
997,-0.914672653,NP_899064,NP_899064.1,NM_183241.3,PAXX
998,1.51750244,NP_919340,NP_919340.1,NM_194359.2,RNF41
999,-0.777567145,NP_932343,NP_932343.1,NM_198077.4,C1orf52
1000,-0.732442701,NP_940869,NP_940869.2,NM_198467.3,RSBN1L
1001,-0.751262456,NP_940965,NP_940965.1,NM_198563.5,STIMATE
1002,-1.16524281,NP_945327,NP_945327.3,NM_198976.4,NELFCD
1003,-0.868810612,NP_976043,NP_976043.1,NM_203298.3,CHCHD1
1004,-1.032602963,NP_982287,NP_982287.1,NM_203462.3,MRFAP1L1
1005,-0.60853943,NP_997001,NP_997001.1,NM_207118.3,GTF2H5
1006,-0.870255897,NP_997229,NP_997229.2,NM_207346.3,TSEN54
1007,-1.068293035,NP_998731,NP_998731.1,NM_213566.2,DFFA
1008,1.224189648,NP_999876,NP_999876.2,NM_214711.4,PRR27
1009,1.224189648,NP_999876,NP_999876.2-2,NM_214711.4-2,
1010,2.765378253,XP_005246393,XP_005246393.1,XM_005246336.4,METTL21A
1011,1.658726378,XP_005246449,XP_005246449.1,XM_005246392.5,PLA2R1
1012,1.40151703,XP_005251560,XP_005251560.1,XM_005251503.6,SMU1
1013,1.12099018,XP_005252153,XP_005252153.1,XM_005252096.5,LRRC8A
1014,1.746058608,XP_005254215,XP_005254215.2,XM_005254158.6,MTFMT
1015,1.835146204,XP_005256481,XP_005256481.1,XM_005256424.3,KIF1C
1016,1.394844238,XP_005258733,XP_005258733.1,XM_005258676.4,ZC3H4
1017,2.242214495,XP_005259385,XP_005259385.1,XM_005259328.6,ZNF527
1018,2.0786372,XP_005259386,XP_005259386.1,XM_005259329.5,ZNF527
1019,-1.017851715,XP_005263977,XP_005263977.1,XM_005263920.4,RNF149
1020,1.621502227,XP_005264464,XP_005264464.1,XM_005264407.4,FBXO48
1021,0.620954768,XP_005265713,XP_005265713.1,XM_005265656.4,RUFY3
1022,2.131067317,XP_005266501,XP_005266501.1,XM_005266444.4,GPALPP1
1023,1.594918514,XP_005267375,XP_005267375.1,XM_005267318.5,CLBA1
1024,0.939713307,XP_005268522,XP_005268522.1,XM_005268465.5,PFDN1
1025,2.068319471,XP_005272986,XP_005272986.1,XM_005272929.4,CD160
1026,1.933409951,XP_006712390,XP_006712390.1,XM_006712327.4,METTL21A
1027,2.065650619,XP_006712882,XP_006712882.1,XM_006712819.4,B3GALT1
1028,0.536029956,XP_006717091,XP_006717091.1,XM_006717028.4,SLC44A1
1029,1.041430126,XP_006720617,XP_006720617.1,XM_006720554.5,HDGFL3
1030,1.562424077,XP_006723077,XP_006723077.1,XM_006723014.5,WTIP
1031,0.902211113,XP_006723466,XP_006723466.1,XM_006723403.5,OPA3
1032,0.82227974,XP_006723896,XP_006723896.1,XM_006723833.5,JPH2
1033,-1.471091702,XP_006724776,XP_006724776.1,XM_006724713.4,IRS4
1034,1.569687399,XP_011507406,XP_011507406.1,XM_011509104.3,CD160
1035,1.966404759,XP_011508533,XP_011508533.1,XM_011510231.3,KIF14
1036,1.768415558,XP_011509026,XP_011509026.1,XM_011510724.3,METTL21A
1037,1.806932475,XP_011509027,XP_011509027.1,XM_011510725.3,METTL21A
1038,2.490812757,XP_011509122,XP_011509122.1,XM_011510820.4,PLA2R1
1039,0.956948721,XP_011509136,XP_011509136.2,XM_011510834.2,PASK
1040,1.219592188,XP_011509411,XP_011509411.1,XM_011511109.3,SH3RF3
1041,-1.028580405,XP_011510734,XP_011510734.1,XM_011512432.3,COL6A6
1042,-0.73381239,XP_011511369,XP_011511369.1,XM_011513067.4,BDH1
1043,1.498629286,XP_011512764,XP_011512764.1,XM_011514462.4,ZNF451
1044,1.995324886,XP_011512770,XP_011512770.1,XM_011514468.4,GCNT2
1045,-1.398654511,XP_011513272,XP_011513272.1,XM_011514970.4,PRPF4B
1046,-1.064080601,XP_011514947,XP_011514947.1,XM_011516645.4,SLC35B4
1047,1.331071678,XP_011515246,XP_011515246.2,XM_011516944.3,ZC3H3
1048,2.212460268,XP_011515350,XP_011515350.1,XM_011517048.3,TONSL
1049,2.594938937,XP_011515351,XP_011515351.1,XM_011517049.3,TONSL
1050,-1.078200808,XP_011515609,XP_011515609.1,XM_011517307.4,GRHL2
1051,1.037313373,XP_011516709,XP_011516709.1,XM_011518407.2,SETX
1052,1.024515362,XP_011517250,XP_011517250.1,XM_011518948.3,TGFBR1
1053,2.099259374,XP_011517810,XP_011517810.1,XM_011519508.2,MYO3A
1054,-1.649102088,XP_011517922,XP_011517922.1,XM_011519620.4,DCLRE1C
1055,2.07810986,XP_011518444,XP_011518444.2,XM_011520142.3,SLC22A18
1056,0.911858787,XP_011522797,XP_011522797.1,XM_011524495.4,SLC39A11
1057,-1.787387555,XP_011523029,XP_011523029.1,XM_011524727.4,HOXB6
1058,1.471786932,XP_011523264,XP_011523264.1,XM_011524962.3,C17orf80
1059,1.373589087,XP_011526658,XP_011526658.1,XM_011528356.3,MRI1
1060,3.242046288,XP_011528453,XP_011528453.1,XM_011530151.3,RSPH14
1061,1.456081281,XP_011528510,XP_011528510.1,XM_011530208.3,DRICH1
1062,1.431652873,XP_011528511,XP_011528511.1,XM_011530209.3,DRICH1
1063,1.091090876,XP_011528688,XP_011528688.1,XM_011530386.3,BAIAP2L2
1064,1.726593749,XP_011531912,XP_011531912.1,XM_011533610.4,ZNF621
1065,2.059567271,XP_011533444,XP_011533444.1,XM_011535142.4,PSPC1
1066,1.070665936,XP_011533665,XP_011533665.1,XM_011535363.4,DOC2B
1067,-0.98722492,XP_011533887,XP_011533887.1,XM_011535585.3,TBC1D32
1068,1.614682563,XP_011534173,XP_011534173.1,XM_011535871.3,TFB1M
1069,1.280355238,XP_011534174,XP_011534174.1,XM_011535872.3,TFB1M
1070,1.970005557,XP_011535096,XP_011535096.1,XM_011536794.3,MAP3K9
1071,1.571061539,XP_011535118,XP_011535118.1,XM_011536816.4,FCF1
1072,2.091192769,XP_011539360,XP_011539360.1,XM_011541058.4,WDTC1
1073,1.470942715,XP_011539490,XP_011539490.1,XM_011541188.4,MCOLN2
1074,5.248235011,XP_011542375,XP_011542375.1,XM_011544073.3,DNAH14
1075,3.822860357,XP_011542811,XP_011542811.1,XM_011544509.3,GTF2E2
1076,1.535933082,XP_011543043,XP_011543043.1,XM_011544741.2,PLAAT3
1077,0.781960525,XP_016856855,XP_016856855.1,XM_017001366.3,NFYC
1078,-0.580523426,XP_016858594,XP_016858594.1,XM_017003105.3,LIMS4
1079,2.694126815,XP_016859843,XP_016859843.1,XM_017004354.3,PPIL3
1080,1.880544531,XP_016859844,XP_016859844.1,XM_017004355.3,PPIL3
1081,2.754071928,XP_016859845,XP_016859845.1,XM_017004356.3,PPIL3
1082,0.579751757,XP_016861563,XP_016861563.1,XM_017006074.3,NAALADL2
1083,1.35403913,XP_016861691,XP_016861691.1,XM_017006202.3,SLC9A9
1084,1.407540415,XP_016863982,XP_016863982.1,XM_017008493.3,UVSSA
1085,1.469213609,XP_016864079,XP_016864079.1,XM_017008590.3,RELL1
1086,1.4320083,XP_016864180,XP_016864180.1,XM_017008691.3,SLC10A7
1087,0.842809895,XP_016864862,XP_016864862.1,XM_017009373.2,KIAA0825
1088,1.9677944,XP_016864960,XP_016864960.1,XM_017009471.3,ARSB
1089,-0.657932231,XP_016867287,XP_016867287.1,XM_017011798.3,PKD1L1
1090,1.336777178,XP_016867486,XP_016867486.1,XM_017011997.2,GLI3
1091,0.779459271,XP_016869783,XP_016869783.1,XM_017014294.2,RNF38
1092,1.504646784,XP_016870424,XP_016870424.1,XM_017014935.2,RIC1
1093,2.239111995,XP_016871316,XP_016871316.1,XM_017015827.3,VSTM4
1094,1.290572481,XP_016872400,XP_016872400.1,XM_017016911.3,LGI1
1095,1.957866758,XP_016872709,XP_016872709.1,XM_017017220.2,CPT1A
1096,1.989381635,XP_016874049,XP_016874049.1,XM_017018560.3,INTS4
1097,1.769744912,XP_016874787,XP_016874787.1,XM_017019298.2,FIGNL2
1098,2.476885454,XP_016874796,XP_016874796.1,XM_017019307.2,MMP17
1099,0.983074156,XP_016875809,XP_016875809.1,XM_017020320.3,ABCC4
1100,2.572425454,XP_016876136,XP_016876136.1,XM_017020647.2,DCUN1D2
1101,1.920302853,XP_016876235,XP_016876235.1,XM_017020746.3,NAA16
1102,2.417922079,XP_016877626,XP_016877626.1,XM_017022137.2,IGF1R
1103,0.908504983,XP_016878321,XP_016878321.1,XM_017022832.3,NUBP2
1104,1.30515131,XP_016878356,XP_016878356.1,XM_017022867.2,EMC8
1105,0.656296768,XP_016878986,XP_016878986.1,XM_017023497.3,USP31
1106,1.655922145,XP_016879637,XP_016879637.1,XM_017024148.2,MSI2
1107,2.350830588,XP_016879679,XP_016879679.1,XM_017024190.2,MIEF2
1108,1.03168193,XP_016880125,XP_016880125.1,XM_017024636.3,GRAPL
1109,1.071990809,XP_016881788,XP_016881788.1,XM_017026299.3,SPACA6
1110,1.769433712,XP_016882869,XP_016882869.1,XM_017027380.2,ZNF527
1111,1.726733846,XP_016882870,XP_016882870.1,XM_017027381.2,ZNF527
1112,0.795524622,XP_016884235,XP_016884235.1,XM_017028746.3,TBC1D22A
1113,0.709896583,XP_016884411,XP_016884411.1,XM_017028922.3,SREBF2
1114,0.992572581,XP_016884826,XP_016884826.1,XM_017029337.2,EDA
1115,1.239125714,XP_024302594,XP_024302594.1,XM_024446826.2,VPS50
1116,1.33901153,XP_024304631,XP_024304631.1,XM_024448863.2,TMTC2
1117,4.039881973,XP_024304946,XP_024304946.1,XM_024449178.2,VDR
1118,1.075840773,XP_024305184,XP_024305184.2,XM_024449416.2,TDRD3
